drugName,smilesString
lapatinib (gw-572016) ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
az 628,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C
y-27632 2hcl,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N.Cl.Cl
sulpiride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
chembl3103000,CC1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C
serotonin hcl,C1=CC2=C(C=C1O)C(=CN2)CCN.Cl
928774-43-0,CC1=C2C(CCOC2=CC=C1)NC3=CC(=CN4C3=NC(=C4)C)C(=O)N(C)CCO
naphazoline hcl,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl
bet-bay 002,CC1=NN=C2N1C3=CC=CC=C3C(=CC2CC4=NN=C(O4)C)C5=CC=C(C=C5)Cl
thz2,CN(C)CC=CC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl
celastrol,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C)O
gliquidone,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C
ncgc00166236-01,C1(=NC(=O)NC(=O)N1)C(=O)[O-].[K+]
forskolin,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O
vuf 10166,CN1CCN(CC1)C2=NC3=CC=CC=C3N=C2Cl
chembl3348927,CC(=O)OC1CC2(C(CCC2O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
naftopidil dihcl,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O.Cl.Cl
tws119,C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O
chembl3348989,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC
penfluridol,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
carbadox,COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]
proadifen hcl,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl
chrysophanic acid,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
epinastine hcl,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl
gsk1292263,CC(C)C1=NOC(=N1)N2CCC(CC2)COC3=CN=C(C=C3)C4=CC=C(C=C4)S(=O)(=O)C
furaltadone hcl,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-].Cl
trifluoperazine 2hcl,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl
wnk463,CC(C)(C)NC(=O)C1=CN=CN1C2CCN(CC2)C3=NC=C(C=C3)C4=NN=C(O4)C(F)(F)F
pyridoxine hcl,CC1=NC=C(C(=C1O)CO)CO.Cl
chlorocresol,CC1=C(C=CC(=C1)O)Cl
867331-82-6,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC(=C5)OC(=O)C6=CC=CC=C6)Cl
ciliobrevin d,C1=CC2=C(C=C1Cl)N=C(NC2=O)C(=C(C3=C(C=C(C=C3)Cl)Cl)O)C#N
as1949490,CC(C1=CC=CC=C1)NC(=O)C2=C(C=CS2)OCC3=CC=C(C=C3)Cl
ncgc00021925-04,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O
e-64,CC(C)CC(C(=O)NCCCCN=C(N)N)NC(=O)C1C(O1)C(=O)O
azatadine dimaleate,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O
calcifediol,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
stattic,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]
ivacaftor (vx-770),CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
1096708-71-2,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl
chembl3184303,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43
300842-64-2,CC1=C(C=C(C=C1)NC2=NN=C(C3=CC=CC=C32)CC4=CC=NC=C4)Br
cct251921,CN1C2=C(C=C(C=C2)C3=CN=C(C(=C3N4CCC5(CCNC5=O)CC4)Cl)N)C=N1
ncgc00162383-02,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
1429617-90-2,CCC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)CN3CCN(CC3)C)C#CC4=CN5C(=CC=N5)N=C4
ki8751,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC(=C(C=C3)NC(=O)NC4=C(C=C(C=C4)F)F)F
4-methylumbelliferone (4-mu),CC1=CC(=O)OC2=C1C=CC(=C2)O
visudyne,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
lanabecestat,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4(C35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2
xav-939,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F
ink 128 (mln0128),CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N
doxylamine succinate,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O
sulfacetamide sodium,CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+]
sar405838,CC(C)(C)CC1C2(C(C(N1)C(=O)NC3CCC(CC3)O)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O
calcium gluceptate,C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.[Ca+2]
gsk583,CC(C)(C)S(=O)(=O)C1=CC2=C(C=CN=C2C=C1)NC3=NNC4=C3C=C(C=C4)F
masitinib (ab1010),CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5
az20,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C)C4=C5C=CNC5=CC=C4
k6pkx2phvz,C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO
ncgc00346481-01,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC
mln9708,B1(OC(=O)CC(O1)(CC(=O)O)C(=O)O)C(CC(C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)Cl)Cl
ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
sucralose,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O
ansamitocin p-3,CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)C)C)C)OC)(NC(=O)O2)O
zinc11616871,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
carbimazole,CCOC(=O)N1C=CN(C1=S)C
odanacatib (mk-0822),CC(C)(CC(C(=O)NC1(CC1)C#N)NC(C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F)F
ml369,C1CN(CCC1C2=CC(=C(C=C2)O)O)C3=CC=NC4=CC=CC=C43
chembl1625478,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O
sitagliptin phosphate monohydrate,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O
hc 067047,CC1=C(C=C(N1CCCN2CCOCC2)C3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F
pacritinib (sb1518),C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2
azaperone,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3
nvp-bvu972,CN1C=C(C=N1)C2=NN3C(=NC=C3CC4=CC5=C(C=C4)N=CC=C5)C=C2
ar-a014418,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]
ncgc00025091-04,CC12CCC3C(C1CCC2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC
wh-4-023,CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C
ceftiofur hcl,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl
norepinephrine,C1=CC(=C(C=C1C(CN)O)O)O
krp-297,COC1=C(C=C(C=C1)CC2C(=O)NC(=O)S2)C(=O)NCC3=CC=C(C=C3)C(F)(F)F
schembl12175228,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC
chembl3348944,C1=CC=C(C=C1)CC(C(=O)NCC2=CC=CC=C2)NC(=O)C3C(O3)C(=O)NCCC4=CC=C(C=C4)O
alfuzosin hcl,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl
chembl3182364,COC1=CC(=CN2C1=NC=C2C3=NC(=CC=C3)NC4CNC4)Cl
zinc101426918,CCC(C)C(C(=O)N1CCC2(CCC3=CC=CC=C32)CC1)NC(=O)C(CC4CCCCC4)NC(=O)C5=CC=NO5
venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
ibutamoren,CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N
dapoxetine,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
664969-54-4,C1CN(CCN1CC=CC2=CC=CC=C2)C(=S)NC3=CC=C(C=C3)S(=O)(=O)N
tasisulam,C1=CC(=C(C=C1Cl)Cl)C(=O)NS(=O)(=O)C2=CC=C(S2)Br
chembl2052019,CCN(C1=CC=CC=C1)C2=CC(=[N+](C(=N2)C)C)NC
levodropropizine,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
chembl3348952,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
suplatast,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O
155206-00-1,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
benzydamine hcl,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl
112648-68-7,CC12CCC3C(C1CCC2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC
azelastine,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
chembl3348881,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3OC4C(C(C(C(O4)CO)O)O)O)O)O
1197996-80-7,CC(C)NCCN1C2=C(C=C(C=C2)C(=O)C)C3=C1C=CC(=C3)C(=O)C
orotic acid (6-carboxyuracil),C1=C(NC(=O)NC1=O)C(=O)O
chembl3348922,CCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)CO
ki16198,CC1=NOC(=C1NC(=O)OC(C)C2=CC=CC=C2Cl)C3=CC=C(C=C3)CSCCC(=O)OC
ki20227,CC(C1=NC=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC
vx-809 (lumacaftor),CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O
ym201636,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N
cc-122,CC1=NC2=CC=CC(=C2C(=O)N1C3CCC(=O)NC3=O)N
pasiniazid,C1=CC(=C(C=C1N)O)C(=O)O.C1=CN=CC=C1C(=O)NN
clorprenaline hcl,CC(C)NCC(C1=CC=CC=C1Cl)O.Cl
lappaconite hbr,CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5(C6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br
ccg 50014,CC1=CC=C(C=C1)N2C(=O)N(C(=O)S2)CC3=CC=C(C=C3)F
phenylephrine hcl,CNCC(C1=CC(=CC=C1)O)O.Cl
diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
gw3965,C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4
dsstox_cid_28582,CC1CN(CCN1C(COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C.C(=CC(=O)O)C(=O)O
brinzolamide,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
nobiletin,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC
oxymetazoline hcl,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl
cct137690,CC1=CC(=NO1)CN2CCN(CC2)C3=C4C(=NC=C3Br)N=C(N4)C5=CC=C(C=C5)N6CCN(CC6)C
gsk2656157,CC1=NC(=CC=C1)CC(=O)N2CCC3=C2C=CC(=C3F)C4=CN(C5=NC=NC(=C45)N)C
crystal violet,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
3-deazaneplanocin a (dznep),C1=CN=C(C2=C1N(C=N2)C3C=C(C(C3O)O)CO)N
rutin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
cgk 733,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-]
tolfenamic acid,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O
dihydroartemisinin (dha),CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
ku-55933 (atm kinase inhibitor),C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
alpelisib(byl-719),CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
gw843682x,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F)OC
gs-9620,CCCCOC1=NC(=C2C(=N1)N(CC(=O)N2)CC3=CC=CC(=C3)CN4CCCC4)N
gsk429286a,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F
osu-03012 (ar-12),C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F
ncgc00167431-02,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C
5-fluoro-2\'-deoxyuridine,C1C(C(OC1N2CC(C(=O)NC2=O)F)CO)O
1-docosanol,CCCCCCCCCCCCCCCCCCCCCCO
ivabradine hcl,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC.Cl
sb 206553,CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21
schembl185621,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
201943-63-7,C1C(C1C(CC2C3=CC=CC=C3OC4=CC=CC=C24)(C(=O)O)N)C(=O)O
hyoscyamine,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
dihydroquercetin,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
zinc84688828,CNC1CN(CC1OC)C2=NC3=C(C=C2)C(=O)C(=CN3C4=NC=CS4)C(=O)O
fenebrutinib,CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8
calmidazolium,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)N3C=C[N+](=C3)CC(C4=C(C=C(C=C4)Cl)Cl)OCC5=C(C=C(C=C5)Cl)Cl)Cl
bepotastine besilate,C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O.C1=CC=C(C=C1)S(=O)(=O)O
sr9011,CCCCCNC(=O)N1CCC(C1)CN(CC2=CC=C(C=C2)Cl)CC3=CC=C(S3)[N+](=O)[O-]
poly(2-fluoroadenylic acid),C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N
isoconazole,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
mozavaptan,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C
az191,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=CC(=N3)C4=CN(C5=C4C=CN=C5)C)OC
chembl481512,CC1(CCCCCCC1)N2CCC(CC2)N3C4=CC=CC=C4N=C3C5CCCNC5
tae226 (nvp-tae226),CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC
118414-82-7,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl
dehydroepiandrosterone (dhea),CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
chrysin,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
sertaconazole nitrate,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-]
amg 548,CN1C(=O)C(=C(N=C1NCC(CC2=CC=CC=C2)N)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4
erismodegib,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F
mk-8745,C1CN(CCN1CC2=NC(=CC=C2)NC3=NC=CS3)C(=O)C4=C(C(=CC=C4)Cl)F
moguisteine,CCOC(=O)CC(=O)N1CCSC1COC2=CC=CC=C2OC
chembl130321,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7
chembl2134016,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
ncgc00346729-01,C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)[O-]
ncgc00162409-03,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C
tcs 359,COC1=C(C=C(C=C1)C(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N)OC
zinc43163828,CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O
wz3146,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl
885692-52-4,CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4
vlx1570,C=CC(=O)N1CCC(=CC2=CC(=C(C=C2)F)[N+](=O)[O-])C(=O)C(=CC3=CC(=C(C=C3)F)[N+](=O)[O-])C1
ncgc00178852-05,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
936091-15-5,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)CN4CCOCC4
gzd824,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4
ipi-145 (ink1197),CC(C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
ikk-16 (ikk inhibitor vii),C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5
amantadine hcl,C1C2CC3CC1CC(C2)(C3)N.Cl
ncgc00095145-01,CC12C3CCC(C1(C(=O)OC2=O)C)O3
sb-612111,CC1=C2CCC(CC(C2=CC=C1)O)CN3CCC(CC3)C4=C(C=CC=C4Cl)Cl
sclareol,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C
tubastatin a hcl,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl
wy-14643 (pirinixic acid),CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C
ly2334737,CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)(F)F
1265229-25-1,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N
dsstox_cid_31408,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O
emd638683,CCC1=C(C=CC(=C1C)O)C(=O)NNC(=O)C(C2=CC(=CC(=C2)F)F)O
go 6983,CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
xylazine hcl,CC1=C(C(=CC=C1)C)NC2=NCCCS2.Cl
ncgc00346666-01,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
entecavir hydrate,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N.O
prt062607 hcl,C1CCC(C(C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N.Cl
amfenac sodium monohydrate,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)[O-].O.[Na+]
chembl3781751,C1CC(CCC1N)NC2CC2C3=CC=CC=C3
brefeldin a,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O
ly2608204,C1CCC(CC1)C2CC2(C3=CC=C(C=C3)S(=O)(=O)C4CC4)C(=O)NC5=NC=C(S5)SCCN6CCCC6
methazolamide,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
vitamin d2,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
27726-35-8,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
89778-26-7,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
schembl13210325,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
carbenoxolone sodium,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)[O-])C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)[O-])C)C)C)C.[Na+].[Na+]
loperamide hcl,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
ncgc00142605-03,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O
chembl431383,CNCC(C(C(C(CO)O)O)O)O.C1=CC2=CC(=NC(=C2N=C1)C3=CC4=NON=C4C=C3)C5=CC=C(C=C5)C(=O)O
dopamine hcl,C1=CC(=C(C=C1CCN)O)O.Cl
secinh3,COC1=NN(C(=N1)C2=CC3=C(C=C2)OCO3)C4=CC=C(C=C4)NC(=O)CSC5=CC=CC=C5
ncgc00016686-07,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
chembl2107334,CC(C)(C)[N+](=CC1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])[O-].[Na+].[Na+]
gdc-0879,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO
terbinafine,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
chembl3348935,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C
amitriptyline hcl,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
